"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"",-0.00926269857244644,0.000846638485621043,-0.00292604077078157,-0.0136360696177788,0.00403829883257182,-0.0135910358004551,-0.00999868957631402,-0.00570389572931317,-0.00870156836764821,-0.00791769286278045,-0.0141212176726912,-0.0136265514722276,-0.0140232341017029,-0.010976222675032,-0.00518516908529764,-0.00146527443152073,-0.00791775562483603,-0.00803494374484135,-0.0189205762462922,-0.0087180719998219,-0.0058807705874727,-0.0136422871467381,-0.019315705482541,-0.00899288888651055,-0.00271359764791523,-0.00818030876411002,-0.00650113094850113,-0.00746242908183727,0.979974541448624,-0.0182946276403817,-0.0054971767014148,-0.0163902510176166,-0.0169548664590006,-0.0180214014100258,-0.0101594399044076,-0.00734194864475954,-0.00571778524317754,-0.0118269205155783,-0.0149453223226534,-0.0105909541969168,-0.00815520763892882,-0.00573771471482672,-0.00746559783403965,-0.0140623397140596,-0.00811914074259058,-0.00681792729252563,-0.00216328639206776,-0.0190044288135377,-0.0131406544231956,-0.0210662407187801,-0.00719584540682936,-0.00374077348786778,-0.0123316857532241,-0.0114116693648626,-0.00613867761746567,-0.0080628914799056,-0.0116659724786128,-0.00682046516946731,-0.00439486282619896,-0.00107139312385858,-0.00789539119079339,-0.00331429086454322,-0.0085861113805388,-0.0145734544076114,-0.00926275103898391,-0.00392700949341173,0.00408422626517809,-0.013129302845612,-0.0161701912202911,-0.0124137030764624,-0.00374495196101071,-0.0177132200541322,-0.0179837437804841,-0.00220683302949835,-0.00883186475376597,-0.00799218241069339,-0.0104280129782066,-0.0212781054862876,-0.0128756386008174,-0.0105473100942576,-0.00859798123771025,-0.00524083296218964,-0.00436177074956539,-0.0124115811019763,0.00104083773422533,-0.0160408140796081,-0.00987002251989625,-0.00655953481261856,-0.0165757705141355,-0.00697557483751689,-0.00286149393426219,-0.0166344909718233,-0.0084873353041353,-0.00860580530960169,-0.0194025388042016,-0.00956348955237604,-0.0126602758510575,-0.0190910313468989,-0.00361388584417363,-0.0137855357255972,-0.0101499526658193,-0.000245243776652622,-0.0136522162517045
"",-0.0139237642421896,-0.0127708463589292,-0.0144987937354552,-0.0059576355210964,-0.0130306380970463,-0.0127628894863909,-0.0118753668913184,-0.0143133888681991,-0.00602837197128437,-0.0108807334479365,-0.00155167667408775,-0.00426578914217268,-0.0106636165746175,-0.0145751727553453,-0.00566888050807378,-0.0139256478823696,-0.0206204458330596,-0.00583653684863629,-0.00724737585981665,-0.0102731832763814,-0.00457141888825242,-9.48840196817724e-05,-0.00587684692733944,-0.00800030446593191,-0.00308986831729776,-0.00406311508582513,-0.0148399697433475,-0.0111958878084884,-0.0182946276403817,0.985149845115009,-0.0164010844154645,-0.00704190501085912,-0.0100373462983544,-0.00623956401909109,0.00273184800218338,-0.0171997993435749,-0.00785577213236117,-0.00483881288877422,-0.0135995340004206,-0.00642543972053666,-0.0106691539351839,-0.0168270772447466,-0.0124833280252017,-0.0116197992618178,-0.0104394554735099,-0.0025996214075948,-0.0104338934715405,-0.00103608940001107,-0.0177598423536808,-0.00594191784803543,-0.00862860214484154,-0.00328369625490235,-0.0105575547299347,-0.00153398049168715,-0.00903585442284179,-0.0185711149455665,-0.010244884030536,-0.0147242396338243,-0.00563714325253191,-0.017302570488016,-0.0160446472150146,-0.0128166149935101,-0.000597571845433907,-0.0156337057314752,-0.00989507242403815,-0.00266817247922327,-0.0155976261494692,-0.0200213381249557,-0.0195509285628733,-0.0117293570905692,-0.0172886441234957,-0.00669365477672961,-0.00862215895674273,-0.00967160734337796,-0.0117628359767027,-0.0126340390758273,0.00175186278221079,-0.00625593013495667,-0.00650332107298901,-0.00558473207406741,-0.00111455935237795,-0.0076258218716396,-0.00325040054769005,-0.0100472918901146,0.000364880245466355,-0.00483317907400307,-0.00371074278727516,-0.00807321929215503,-0.0192786851932953,-0.0137144831565379,-0.00879972075961761,-0.0147183135471319,-0.00640868868452216,-0.00645883393095004,-0.00215314943151828,-0.0160718078232292,-0.0106770304743113,-0.00412490280390738,-0.000826526160319072,-0.0149732709270101,-0.0167115271511676,-0.0230451470259843,-0.01414242259302
"",-0.015665575843316,-0.00772266866789435,-0.0125448613343891,-0.0100451394891699,-0.0133781260434861,-0.0121385683851617,-0.000982622913181178,-0.0140308747127214,-0.0162139133264333,-0.00675050361296183,-0.00782573113105549,-0.00419974672263593,-0.0107585527782546,-0.00758521219472244,0.00271520962624789,-0.00965628926819827,-0.00787184722191815,-0.00355814861373703,-0.00357883127977618,-0.00759632197691004,-0.0161710160699293,-0.0205945413332618,-0.016015448547,-0.011282637989605,-0.00390948905757882,-0.0176201084703829,-0.00302617677948523,-0.0148921335014365,-0.0054971767014148,-0.0164010844154645,0.988201538608159,-0.0149275109134518,-0.0154918732397836,0.00440089059509049,-0.0146264369372011,-0.00472561197069991,-0.0163629654305443,-0.0173748308570097,-0.00556260191255365,-0.0172986458169931,-0.00588081790228073,-0.00533062671669489,-0.00869765366182341,-0.00648505564751474,-0.0118677497005839,0.00113408575769125,-0.00964907897590785,-0.0114316696245088,-0.0129659410815821,-0.0101529642383796,-0.00420206528245445,-0.00630816229331379,-0.0112400023742274,-0.0102185248881965,0.00528910700465835,-0.011558009083893,-0.00571966957349845,-0.00562607366298304,-0.0136085745430656,-0.00936324326426727,-0.00613515530502935,-0.00716306850954839,-0.00863867434043507,-0.00538246109923635,-0.00601734810286929,-0.00684838056288205,-0.00133957629473413,-0.00568035824480915,-0.0175638810066295,-0.000443444531635001,-0.00322096995445176,-0.015883025086995,-0.0184496683399883,-0.0102284015352574,-0.00980393173137318,-0.0176261771604521,-0.021819682311572,-0.00637859282767628,-0.015093012286212,-0.0123991844147434,-0.0167562930405474,-0.0235407477357578,-0.0133694389453737,-0.0187082201164182,-0.0153729247229804,-0.00988396637341496,-0.000271900533766373,-0.00444017648624795,0.00131111653582429,-0.0101999686394249,-0.00932849294479345,-0.00168215354798768,-0.00315691734478294,-0.015230076130128,-0.0166305803003674,-0.00504140683605215,-0.00414065379444067,-0.0130939290644088,-0.0161222159503116,-0.011871188368268,-0.0129641935978873,-0.0119742997153322,-0.00896750231834477
"",-0.0133981376201023,-0.0135387377207538,-0.0123349875245676,-0.00712162476697742,-0.00417392355064962,-0.0079269869990941,-0.00438446171752517,-0.0152349862461795,-0.00816939859412669,-0.00449386453420742,-0.00234890971088781,-0.0097109589117086,-0.0189590988618093,-0.00684050070035007,-0.00687605147993444,-0.00943567920495903,-0.0168589594848657,-0.00377458733423884,-0.0150599228330099,-0.0264854150330847,-0.0112596061195672,-0.0208784368172866,-0.0162065051567646,-0.0084191100436388,-0.00795924594348233,-0.0231202470821939,-0.00980271760243058,-0.00106006529150561,-0.0163902510176166,-0.00704190501085912,-0.0149275109134518,0.987148598301613,-0.00791657622535427,-0.0190686214749602,-0.00304877021734203,-0.00557548941174466,-0.012114294100888,-0.00598133812869433,-0.0149527284475783,-0.00248693235297289,-0.0112070472019733,-0.0172314192266579,-0.00825953749841268,-0.0153459851269219,-0.00671477571008546,-0.0169485057362142,-0.00463437926072528,-0.00373800708469483,-0.00566848037346411,-0.00858575269018618,-0.00356637780957463,-0.00379388635558603,-0.0136495289065402,-0.00956403674411782,-0.0131516212041865,-0.0156408326245126,-0.0115952748942633,-0.00243861924091757,-0.0124578527174499,-0.0141644044765361,-0.0126567688472661,0.00128170712512015,-0.0109510768574392,-0.0138784286236937,-0.00949387486160948,-0.00417964112814039,-0.01014513224063,-0.0086328815475577,0.00495230423629032,-0.0154938435999207,-0.00675123119395523,-0.00712995139984932,-0.0124994476509495,-0.00351723509635551,0.00320960194936504,-0.0126579513666763,-0.0168919509790021,-0.00614827536576582,-0.00776370078139234,-0.0086266810860894,-0.00318257642575675,-0.0107139040243276,-0.0158151347909875,-0.000870595834154199,-0.0114732703221324,-0.0146546651498484,-0.0121930940989226,-0.012081872772537,-0.0102253343064999,-0.00549336980930396,-0.00748652024659383,-0.00678169463364172,-0.0120070396377891,-0.0105814912916123,-0.000362903792148955,-0.0126236072293883,-0.0123828778790119,-0.012942490279089,-0.004761479127083,-0.00111548726765818,-0.0111351070161001,-0.0128632976398713,-0.0137324563420488
"",-0.0063134851415211,-0.00611850282262331,-0.00912058284306069,-0.00957667784011178,-0.00234810350687196,-0.024200560881248,-0.0167524825932056,-0.00493784169501762,-0.0106244060828634,-0.0146020033251194,-0.00852251281534892,-0.00855787836983465,-0.0122977140180783,-0.00823367066047474,-0.0126775846817105,-0.00609674192105888,-0.00595502332517865,-0.00336642953680982,-0.00520852805704185,-0.00691676963243739,-0.00441710462741236,-0.00592408674644773,-0.0151864241690805,-0.0157690445487767,-0.00989168641267899,-0.00872632836594811,-0.011956473344219,-0.00965485887314906,-0.0169548664590006,-0.0100373462983544,-0.0154918732397836,-0.00791657622535427,0.98302395702685,-0.00434116327804725,-0.0153911109546679,-0.00670131453832592,-0.0132347231603074,-0.0173443248339227,-0.00804661096100728,-0.0100448412846284,-0.000248280064976466,-0.017990212448061,-0.00831510615647185,-0.0144550168920377,-0.0129459560878006,-0.011652620172722,-0.0032003783326022,-0.0128604033634968,-0.0016873871414131,-0.0118279401169193,-0.0081176058044205,-0.00835044271767411,-0.0128827393874906,-0.00386433794272635,-0.0256869590002361,-0.0111398901414931,-0.0208658967798842,-0.0072424312262804,0.000757725919257678,-0.0134495450443987,-0.0123517427702927,-0.0101553118242366,-0.0104495561335121,-0.00280444574450786,-0.00234478743532359,-0.00154382054378561,-0.00904126397314207,0.00549361573903459,-0.00248368407665579,-0.00791101846038591,-0.0100680120123,-0.00240755267107216,-0.0133764093171012,-0.0156893785188302,-0.00735602665125553,-0.00906302762852557,-0.0200923312116099,0.000750226502669975,-0.0163628478984233,-0.00932736258467552,-0.00602305006261626,-0.00486109247976348,-0.009935895378452,-0.00893398743775328,-0.00563926550145576,-0.014619969097338,-0.00485975341475439,-0.0193363382509396,-0.0153178965788746,-0.00616440365902388,-0.00926731461318847,-0.0162931096150481,-0.0107857874455302,-0.00209320319183857,-0.0088822169722044,-0.00911695313079261,-0.00895188510762486,-0.0135727313005829,-0.0130764301991527,-0.0118612660752062,-0.0131158608632676,-0.00779402745002116,-0.0104531010159599
"",-0.00618620794979109,-0.00806322962748779,-0.00975873646804843,-0.0101895908484878,-0.0123764013137817,-0.00173350967262369,-0.0163846810295125,-0.000948337242726574,-0.00484770858555734,-0.00748411329049987,-0.00118142611956382,-0.018230845653681,-0.0123100839719111,-0.0133799781930645,-0.00292027848821877,-0.0108673264837957,-0.00164418917346104,-0.0166562677933206,0.00185924612124076,-0.0120624290403805,-0.00569499502833441,-0.00708006753236155,-0.0085476833210632,-0.0115919577029434,-0.00899813079797041,-0.00857911808333808,-0.00801775059547981,-0.0177010165688142,-0.0180214014100258,-0.00623956401909109,0.00440089059509049,-0.0190686214749602,-0.00434116327804725,0.975846131891683,-0.0104411408482947,-0.0131672470918011,-0.0114360822321303,-0.0104619034078406,-0.00509850790332961,-0.0129129224021031,-0.0113204926734188,-0.00254561665833268,-0.0119250222151855,-0.00989844362869808,-0.0175002379833886,-0.00986461560494345,-0.00636197080120534,-0.0127069462095376,-0.00720941644464329,-0.016896541515653,0.00146968614968419,-0.0193617217545232,-0.00851519615768721,-0.0127517369338553,0.00126803125070912,-0.0144073227409796,-0.00675324877644171,-0.0155196878315129,-0.0132751035094966,0.00232786862001787,-0.00301061875531358,-0.0184397752211842,-0.00347285594218466,-0.00135532033424005,-0.0103559954063307,-0.0158290196349305,0.00360261736664057,-0.00198358430042198,-0.0109123244421696,-0.0112663898527608,-0.00633646733119691,-0.0154365155384075,-0.000196754439727608,-0.0140188162570063,-0.0100006546004125,-0.0138439260557976,-0.0166845306154307,-0.0105180142742855,-0.0099447454124406,-0.0104900919188037,-0.0129698488900196,-0.00800496205919702,-0.0116188754189643,-0.0108059006849629,-0.0147500922089869,-0.0175923703530146,-0.0121585005610573,-0.00896224269000005,-0.0194818389896178,-0.00899597302037773,-0.0120275840389429,-0.0156914782132716,-0.00655619034938854,-0.0222244331800157,-0.0151381120316813,-0.0123324852962903,0.00170663068744548,-0.0120673474216888,-0.00396138038801967,-0.00792077987178268,-0.0217621177903913,-0.00177809865101278,-0.00014615415841724
"",-0.00972999196084364,-0.00271532128959859,-0.0156527725137639,-0.00573093264537651,-0.0224469814535409,-0.00787822325817595,-0.00430261710861475,-0.00466506102989075,-0.0103051786387509,-0.00168333038521233,-0.012424366169201,-0.012117574536892,-0.0136610899744094,-0.00042554219942228,-0.00201602380944848,-0.0118042086813178,-0.00470808667439043,-0.00899233444436675,-0.00940916571788614,-0.00360402946294115,-0.0111056864406629,-0.00791701594005708,0.00170888447779134,-0.00488904708711593,-0.00621420636017249,-0.00675294642907263,-0.0150881350009946,-0.00991851424357412,-0.0101594399044076,0.00273184800218338,-0.0146264369372011,-0.00304877021734203,-0.0153911109546679,-0.0104411408482947,0.999691000573966,-0.00687468466669367,-0.00907787061311605,-0.0100899888873924,-0.0110434396609333,-0.00443861729716842,-0.0108587474219438,-0.00588442644143916,-0.0156345623638439,-0.0165946600209059,-0.00858024003510018,-0.0132180438011337,-0.0136388237933101,-0.00680532956447475,-0.0160716406525443,-0.0138785588625986,-0.0194324316918999,-0.016108263716729,-0.0157693806105776,-0.0198018959576875,0.00480381468333737,-0.010673994677982,-0.0265542327194689,-0.0140537035275008,-0.0159371128251364,-0.00371173539164143,-0.0109050185997618,-0.00924542873337682,-0.00978570695476244,-0.0203360863779808,-0.0191723104902495,-0.00412503286590836,-0.0164868519841264,-0.0179771334804784,0.00414287379842791,-0.00816311121909127,-0.0136185941000448,-0.0229586044558761,-0.0132437325307027,-0.0208865463943926,-0.0174912356112312,-0.00124125193314717,-0.0137924315363225,-0.00306604255642281,-0.00312543659800205,-0.00677887411639361,-0.00361251748896656,-0.00324685918950542,0.000798108460097622,-0.00869501564157809,-0.00642471465024211,-0.00120190269517069,-0.00217024690125185,-0.0117882683434887,-0.0108844170637239,-0.00795349702194867,-0.00852899193427784,-0.00642586400816491,-0.0101155847743329,-0.0103818475713676,-0.0179082601891917,-0.00200958974088095,-0.0107837466177454,-0.0055583214447632,-0.01869394710337,-0.0166916599661048,-0.00664499445022207,-0.0194055471862088,-0.00779363795698316
"",-0.0134130797610159,-0.00933170824136909,-0.00750299063337527,-0.00425568691254154,-0.0114373331374784,-0.0137254244369125,-0.00487424802619326,-0.015015417299608,-0.0112338734929706,-0.00997657413414418,-0.00258116270527596,-0.0130912561515928,-0.00972795591785811,-0.013049319435897,-0.0106575134113804,-0.00803132046914112,-0.00763119224273061,-0.00691723369847201,-0.0124298320955514,-0.0106596893916831,-0.0137533136952745,-0.0140134450207054,-0.0181359691225294,-0.00404901830937073,-0.00234564277695033,-0.00629289545240714,-0.015453687352607,-0.0096081446248803,-0.00734194864475954,-0.0171997993435749,-0.00472561197069991,-0.00557548941174466,-0.00670131453832592,-0.0131672470918011,-0.00687468466669367,0.981407795756481,-0.0108367477011397,-0.0140728101290041,-0.0193895439308396,-0.0225629274097847,-0.0187817607631839,-0.0231807556564033,-0.00758800264189658,-0.00880838374204449,-0.00638926762611111,-0.00547173136385018,-0.0039509058702087,-0.00499209993422362,3.75520067803239e-05,-0.00439802719037604,-0.00963509731667631,8.70546634123506e-05,-0.00978640095333361,-0.00528660745661717,-0.0129629652525941,-0.00738082016339702,-0.0166322500095125,-0.0137433796993414,-0.00745203828739911,-0.00903626208902323,-0.00554580695781471,-0.00532834145032031,-0.000469859265296084,0.00710128498753304,-0.00977551645871412,-0.0128653388252916,-0.00933228441634185,-0.00508344402931902,-0.0103413715927234,-0.0178832366558405,-0.0111478190879771,0.000217141087937072,-0.00921669840433213,-0.0073153831083522,-0.0061901588525233,-0.0170914609810036,-0.00405370898988723,-0.00516067138218955,-0.0112070372501399,-0.00181205887558661,-0.0156809164496992,-0.00808914478556965,-0.0153642429363944,-0.0101384522181469,-0.0196622979655598,-0.00767727822482935,-0.00654301660836263,-0.0139583326214945,-0.0127144333173539,-0.0152374584948729,-0.00677271701964773,-0.00857091576576363,-0.0153079314778793,-0.0093065633673865,-0.0120424581318535,-0.00878416378125167,-0.0171490410120585,-0.00918314021834375,-0.0117581765943617,-0.00450042428578419,-0.00791164970063773,-0.0110830201311413,-0.00847504800647146
"",-0.015965580939919,-0.0144046561435789,-0.00666414807395474,-0.00930524001878421,-0.00629832119359334,-0.00352357844120849,-0.0113745363709808,-0.021446525908224,-0.0114282814472923,-0.0105014321604221,-0.00834390695867343,-0.00867195010724065,-0.0164186330651384,-0.00389177313252372,-0.0122341146038328,-0.016467650184803,-0.0162149230362987,-0.0142612950423011,-0.0165325819591359,-0.0155840729888506,-0.00351963935958195,-0.0142322935171251,-0.00546738336143844,-0.0118109732829624,-0.00225923006191368,-0.0171094242478608,0.00383730948091644,-0.00543172787107184,-0.00571778524317754,-0.00785577213236117,-0.0163629654305443,-0.012114294100888,-0.0132347231603074,-0.0114360822321303,-0.00907787061311605,-0.0108367477011397,1.01276910721501,-0.0125442271256656,-0.00584538802276212,-0.0072239488138095,-0.0139202023367227,-0.0084232327418823,-0.00193278195673419,-0.0203813365584708,-0.0146247015417284,-0.0111795893369478,-0.0108247914624347,0.000414163683131466,-0.0149616208716091,-0.00647602759380272,3.87713293304958e-05,-0.00744686161664463,-0.00541670446393677,-0.00293236277482577,-0.0024702945933238,-0.00677458467660405,-0.00802421834661185,-0.00817024062690497,-0.0151512132789179,0.00894921816949608,-0.0126421325412994,-0.00667471121225458,0.0029160801246494,-0.00624978408098214,-0.0124560658292248,-0.0265054521272624,-0.0152788002137199,0.00294305873239959,-0.0181721288644438,-0.013251919385107,-0.0129589067534173,-0.00876624918071404,-0.0157287598109773,-0.00588859519502669,-0.00743882066830963,-0.0185260601581023,-0.00380622425555817,-0.013718043209983,-0.00433244796628084,-0.0109797939705368,-0.00922802622869005,-0.00997625911590505,-0.0191010533681817,-0.012134851653137,-0.00932072974712801,-0.0058611627816572,-0.0176959664893974,-0.0127819033812681,-0.00772436582881878,-0.0198935010332645,-0.00789676877387721,-0.0133277786547625,-0.0155729924587108,-0.0116304858152731,-0.00145824098018767,-0.0109160787745865,-0.0171583120082301,-0.0128629062237004,-0.00365577751619406,-0.00419958425049218,-0.0160248547847148,0.00224140901557982,-0.0115881796273371
"",-0.0228782004557138,-0.000516496348946034,-0.0157061995861179,-0.0174342450993733,-0.000423051512042882,-0.0104437152132337,-0.0115248082873924,-0.0116314066733983,-0.0122593196061285,-0.0104110055772948,-0.00481943400520255,-0.0134407973584977,-0.00804008893591769,-0.0106981394880906,-0.0169661704011779,-0.0117114011463936,-0.00317935706427058,-0.00159214151469023,-0.00224980005121675,-0.00825920766482765,-0.0130855050225852,-0.0100412930686228,-0.0133037265784372,-0.0153184351667685,-0.00763840058165407,-0.0147582458755694,-0.0112570514813686,-0.0153213024145522,-0.0118269205155783,-0.00483881288877422,-0.0173748308570097,-0.00598133812869433,-0.0173443248339227,-0.0104619034078406,-0.0100899888873924,-0.0140728101290041,-0.0125442271256656,0.9818784351857,-0.00202820514282048,-0.0116294032223301,-0.00371587807934698,-0.00794727353442963,-0.00368918053832065,-0.0169589285730057,-0.00181519455157926,-0.00281469153506308,-0.0095685032298879,-0.00839523167783738,-0.00925752640846822,-0.0183672984752899,-0.0109530333677896,-0.0138598031245366,-0.00814991740158606,-0.00438080941696726,-0.0172638595159448,-0.000999695388106754,-0.0144662695165616,-0.0142430659759091,-0.0136741600001304,-0.0142603997870715,-0.00243921102489819,-0.00797738965197035,-0.0158920471514618,-0.00329890943797947,-0.004899773550776,-0.00907959000053572,-0.0105790045879549,-0.0152168586870216,-0.01197023892266,-0.0125866405793778,-0.0172017374071051,-0.00951195832843731,-0.00706039394355472,-0.0116718365111296,-0.0139525377263859,-0.0185740155892096,-0.00874320812696912,-0.0105744434205341,-0.00207626440252196,-0.00733198613095,0.010112982470041,0.00273344716838527,-0.0107088841873271,-0.00277857438604859,-0.00795070462361322,-0.0046176194738639,-0.0135335299641093,-0.0115592912927109,-0.011404494637074,-0.0112227778329276,-0.0134158870816713,-0.0128434552681274,-0.00806194586312842,0.00113802718166111,0.00251248021312309,-0.0159522209921604,-0.0153110911862722,-0.0131211393330593,-0.00403244818331658,-0.00809274777439679,-0.00359420224053342,-0.0143739976372667,-0.00727988366433951
"",-0.0117342862467553,-0.0126340269422546,-0.0113166107035654,-0.0135520444161867,-0.0172698282905183,-0.00712911495781081,-0.00606820845031978,-0.00472658872450346,-0.00817092153907482,-0.0134474191216396,-0.0122219380158414,-0.00653967839891745,-0.00820254485435902,-0.00509989435031569,-0.022779271986586,-0.00142505729131722,-0.00335040237235444,-0.00313399819846679,-0.00561982974384686,-0.00692935644700179,-0.0179214875869846,-0.0211624725390621,0.00162992604525797,-0.00698644086634651,-0.0182578221318201,-0.00699600083957336,-0.00787183922244046,-0.0190464308679044,-0.0149453223226534,-0.0135995340004206,-0.00556260191255365,-0.0149527284475783,-0.00804661096100728,-0.00509850790332961,-0.0110434396609333,-0.0193895439308396,-0.00584538802276212,-0.00202820514282048,1.00469810374626,-0.00997637199571237,-0.0127657096927748,-0.0194547548683321,-0.00825768970610422,-0.00374415394114825,-0.00166702666771609,0.0029144814508689,-0.0113072595681225,-0.0226459087509824,-0.0149295928803685,-0.00406762136028823,-0.00733143767886562,-0.00224174207792104,-0.00659878163501025,0.000294345325721258,-0.0134673147218201,-0.0050119101388347,-0.0066451299629696,-0.0188843262985709,-0.00350879291506713,-0.0173278295300162,-0.0121760437395696,-0.00368240192997636,0.00239447758964299,-0.00874183788032954,0.00664426998807051,-0.0109122163940462,-0.0112503874109096,-0.0198743003443389,-0.00730102873010612,-0.019841025468008,-0.00520278125947928,-0.00136460872687581,-0.0219393840970638,-0.0178649702349551,-0.0150346779971975,-0.00567610152995357,-0.00240286813559232,-0.0136544279321164,-0.0197146775152274,-0.0190376322718483,-0.012630640698861,-0.00772010890949155,-0.00944725718649798,-0.0178091788444469,-0.00590318121364354,-0.00453806754492797,-0.00314529030934813,-0.00739453399001981,-0.00962944898614847,-0.000926794701837309,-0.0191832973252564,-0.0120327358423695,-0.00553407245415889,-0.00969143308442601,-0.0129357008985249,-0.0117765738917617,-0.010528820562991,-0.00834662781548003,-0.0114533896815623,-0.0128694770593976,-0.00534838281552432,-0.0183794910063678,-0.0157409759246599
"",-0.00840706320994591,0.000790560407261401,-0.0100897884254529,-0.00629629281171535,-0.0139827861016176,-0.0046814688478052,-0.0175226885922698,-0.00976649096761395,-0.0101252688773713,-0.0113509437155629,-0.0229161888722749,-0.00930186797729791,-0.00925701272366155,-0.00884304361300375,-0.0125073767177164,-0.0158652039088041,-0.00611638510238241,-0.0114511363547825,-0.00456275066171778,-0.00443499775716513,-0.00770409303215392,-0.00869469057657951,-0.0147007870613329,-0.0114509180620695,-0.00718589808626405,-0.0113774420179751,-0.011340351662724,-0.0055412559094341,-0.0105909541969168,-0.00642543972053666,-0.0172986458169931,-0.00248693235297289,-0.0100448412846284,-0.0129129224021031,-0.00443861729716842,-0.0225629274097847,-0.0072239488138095,-0.0116294032223301,-0.00997637199571237,0.981367908174911,-0.0178912029568062,-0.0140345118846013,-0.0113267438186896,-0.00410782111918146,0.000619916237434099,-0.00456021629544418,-0.00668757594354242,-0.00425394453949727,-0.00707411599388379,-0.0139440012294005,-0.00856969140452117,-0.00919972091433826,0.00161827904907987,-0.0243394560897506,-0.0235424096137844,-0.01021355492206,-0.00227142427713187,-0.00607642206163736,-0.00432588185051925,-0.0160619312412908,-0.00684846575584615,-0.00163606413087201,-0.012122212077717,-0.0062213428401916,-0.00665654882834387,-0.0103221430145893,-0.00176665681617678,-0.0103446751586482,-0.00797320275134597,-0.00139310922715974,-0.0230187808833859,-0.0111623899495734,-0.0095699034137492,-0.00570747420202475,-0.00103142439230401,-0.0226687012805283,-0.00913743496248409,-0.0122213003688621,-0.00900871983891939,-0.00627715084164534,-0.00570136425960494,-0.00835287471444928,-0.0103631089692255,-0.00271412572698215,-0.0141023741916171,-0.0152989590430862,-0.00903209601693045,-0.0116402439051714,-0.0157989437092473,0.000349104911789143,-0.00123385794766284,-0.0128821365937103,-0.0122387350841534,-0.000156299214988616,-0.00525524866999117,-0.00575177129358347,-0.0157502621388484,-0.0258381417731392,-0.0181148661751796,-0.00825689795483077,-0.0122801192710775,-0.0181193132350916,-0.00123050584275879
"",-0.0188020362058814,-0.00495790005220522,-0.0190181596051155,-0.00382201331601519,-0.003868705973387,0.000431740992848793,-0.00842473930179508,-0.0129350989978404,-0.0123637546045751,-0.00958397157979918,-0.0175719087137927,-0.0233673812059452,-0.00285727017642826,-0.00855577622501428,-0.00954177475154418,-0.00231910957885791,-0.0116102513309412,-0.0103829522652323,-0.0202002662944513,-0.00463672671734098,-0.00588994875774914,-0.0193028307842538,-0.00560488320128606,-0.00170855311140047,-0.00546060475793697,-0.00263726917244668,-0.0108616206197676,-0.0139520207327058,-0.00815520763892882,-0.0106691539351839,-0.00588081790228073,-0.0112070472019733,-0.000248280064976466,-0.0113204926734188,-0.0108587474219438,-0.0187817607631839,-0.0139202023367227,-0.00371587807934698,-0.0127657096927748,-0.0178912029568062,0.986426991298903,-0.0132521789833783,-0.00840904613066431,-0.0168179403951967,-0.00959687763813326,-0.0115641777279826,-0.0110303754828109,-0.0144681765975826,-0.0192538179490718,-0.00935493645027969,-0.00941681068141036,-0.0165186257119508,-0.00848679091040497,-0.00210564414440037,-0.00594348169947737,-0.000756307210412572,-0.0165836204902418,-0.010162117266106,-0.00739998184965233,-0.0149939912435969,-0.00626036807940797,-0.0244332169772114,-0.00975234693458944,-0.0119447247702684,0.00158595939184025,-0.0122406786256199,-0.0170547405559166,-0.00788189662531182,-0.00985986502302532,-0.00457009255232732,-0.0054769319436261,-0.00283536681973521,-0.0216216513331588,-0.0108863804186932,-0.00465551985756136,-0.0138599000372714,0.00208933347740556,-0.00711148854149494,-0.00415982484330141,-0.0125510146151026,-0.00412662679426221,-0.0016610456089837,-0.00866658882257459,-0.00970807859208896,-0.00418217087341452,-0.0123867171305566,-0.00583450532440446,-0.00553874537937891,-0.0083676513306679,-0.023078581918807,-0.0133514731584055,-0.0123757185497459,-0.00724261834898556,-0.0126967561344679,-0.00591019960048759,-0.0131949039303861,-0.00338790429317011,-0.00838304442591677,-0.0143221153915806,-0.0054280908064262,-0.00910421966395744,0.00206703230719271,-0.0147303655727463
