"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"",-0.0072630216174828,-0.0205987724873958,-0.0196758487416517,-0.0114887614070476,-0.0129139693105599,-0.0074687265952596,-6.22799990388667e-05,-0.0150814585592484,-0.00726202657101499,-0.00999765923700246,-0.0146672362670614,-0.0203555186758267,-0.0116449102131081,-0.0112125030660535,-0.011029765307739,-0.00378577903290331,-0.0113523970607319,-0.0088737284635413,-0.00591580414658154,-0.0014741504945755,-0.0105184119945286,-0.012507671547595,0.00136186388806238,-0.00419386668953103,-0.0170088092814081,-0.00471889678440653,-0.0141764324844443,-0.00224890320813626,-0.0114116693648626,-0.00153398049168715,-0.0102185248881965,-0.00956403674411782,-0.00386433794272635,-0.0127517369338553,-0.0198018959576875,-0.00528660745661717,-0.00293236277482577,-0.00438080941696726,0.000294345325721258,-0.0243394560897506,-0.00210564414440037,0.000966396573528107,-0.00894886888651955,-0.0110979961218911,-0.0232289187096643,-0.0181168827079235,-0.0105619171983875,-0.00803433122788683,-0.0143927157085305,-0.0181820788569713,-0.000398901649163725,-0.00537335616678376,-0.0195453311331734,0.972468929080215,-0.0161921308982629,-0.0138107753382328,0.00447105234418022,-0.0141713696930912,-0.0189921319160229,-0.0188034872835116,-0.0107691218828607,-0.00430639493675836,-0.00828472751649427,-0.00762188750179614,0.00177661301662504,-0.00214940661485873,-0.0103500540345417,-0.0128011348369287,-0.00954453689031772,-0.0115058538494069,-0.0108970740252742,0.00414745473283116,-0.0107201321889799,-0.0206824937728763,0.00371635723457739,-0.0065185981711306,-0.00428228181243904,-0.0169552939494145,-0.011646183891655,-0.0103408648927137,-0.00165186225520073,-0.00561872119191172,-0.00599051153278352,-0.0113761306696248,-0.0071042483365596,-0.0113228424358033,-0.0077595860240894,-0.00585118344347166,-0.0134844920979106,-0.0122501082550875,-0.0149837925159446,-0.00583630656043089,-0.0118751866810328,-0.00644788630054877,-0.00901109659731178,1.98920254454843e-05,-0.00508341752414101,-0.0136681289582405,-0.00504891670870664,-0.0185944447944127,-0.0222412094929113,-0.00863214047323746,-0.0104750856587151
"",-0.0137891444256639,-0.0173926129842507,-0.00615723342165224,-0.00200640027848649,-0.00226920485887663,-0.0165162319286144,0.000537556719196492,-0.00615708895305777,-0.014025403217438,-0.015677473761045,-0.00960241437243207,-0.00886704500401373,-0.00485170504740864,-0.010970602090908,-0.00465635028521155,-0.0212307804128201,-0.00797878205963762,-0.00722709357628931,-0.0215737288598115,-0.0104641700209199,-0.00528484734587707,-0.00520637563625454,-0.00601883355042813,-0.006042095667965,-0.00463289565606589,-0.00801962814305478,-0.0095572603028608,-0.0112233022547148,-0.00613867761746567,-0.00903585442284179,0.00528910700465835,-0.0131516212041865,-0.0256869590002361,0.00126803125070912,0.00480381468333737,-0.0129629652525941,-0.0024702945933238,-0.0172638595159448,-0.0134673147218201,-0.0235424096137844,-0.00594348169947737,-0.00966572189177357,-0.00446505602543724,-0.0153567434788634,-0.00590360769759721,-0.00752745084616258,0.000336701177199743,-0.00797849576044736,-0.00875709626086182,-0.0077178692250418,-0.0119144341921701,-0.0130311320422171,-0.0131717534743972,-0.0161921308982629,0.978803986764207,-0.00843100122389914,-0.0143520103108836,-0.00052142386023149,-0.0168041725013218,-0.00211946642862913,-0.0148244331993716,-0.013836168956708,-0.0139071189278001,-0.0156257391413829,-0.004437064459963,-0.00290379760824795,-0.0074288023646023,-0.00939796313070367,-0.0140610283268423,-0.00840821019110755,-0.0142548103364065,-0.0212005422894998,0.00243001111212851,-0.00624563820304605,-0.017821281335871,-0.0181659859460026,-0.0129294484705919,-0.00599902135727443,-0.017460890428335,0.00201149917530254,-0.0161013713677356,-0.0123129122154782,-0.0143450804343124,-0.00752527155127922,-0.0210941537955664,-0.00425470944546305,-0.00789944629938432,-0.0131507224434802,-0.00689217269478773,-0.00880873072986075,-0.00353123969998379,-0.0179954098540819,-0.013753634511185,0.00339742168658398,-0.0085070501690055,-0.0114049861723292,-0.00774297275516933,-0.0107564100612226,-0.0198255460013656,-0.00151598024126766,-0.00104661348830959,-0.001611927131909,-0.0189221359614046
"",-0.0226488601495264,-0.00972286949155713,-0.0156393219467324,-0.0206390307590622,-0.0071150493565365,0.0012660543450995,0.0011597363456867,-0.0141905199870013,-0.014686875692027,-0.00629710978307884,-0.0039303209555667,-0.0124093283752624,-0.0095228779283591,-0.0140508668773357,-0.00779436332928766,-0.0107487264127314,-0.0167956819266918,-0.00820235669097797,-0.0126629236596488,-0.00856829284198268,-0.00908913390944856,-0.0108743168616845,-0.00325037846722753,-0.00429391859788933,-0.0180080835886021,0.0018233792472881,-0.00686656438282029,-0.0102962500605739,-0.0080628914799056,-0.0185711149455665,-0.011558009083893,-0.0156408326245126,-0.0111398901414931,-0.0144073227409796,-0.010673994677982,-0.00738082016339702,-0.00677458467660405,-0.000999695388106754,-0.0050119101388347,-0.01021355492206,-0.000756307210412572,-0.0164382404835885,-0.00729735970629017,-0.0105632170863924,-0.00600507026716289,-0.00973160912240008,-0.00896490804899983,-0.0131267708007316,-0.00875761487916396,-0.0116508646487044,-0.00481619123335691,-0.0130332663921124,-0.00799217602590943,-0.0138107753382328,-0.00843100122389914,1.02411512020824,-0.010816588319353,-0.010098272573158,-0.016193116093498,-0.00702761764102584,-0.00221357690747699,-0.0127349107574695,-0.00541221618974461,-0.00720623407106033,-0.00479160676362776,0.00192428436416018,-0.013144663847578,-0.0191564638365268,-0.0157736463475313,-0.013641957357405,-0.0169280402977881,-0.00966582112440623,-0.0119556834906828,-0.00827576310971673,-0.0129113133597576,-0.0184811756749823,-0.008951095264049,-0.0162427200911871,-0.00664925067309657,-0.0135528785149677,-0.00838637239785053,-0.00328796862939931,-0.000770832538199091,-0.0126403081999241,-0.0116057227453123,-0.0123159221253081,-0.0135342067552975,-0.00269893209527899,-0.000483145724821309,-0.0100124551454545,-0.0153420436702367,-0.00689815496936554,-0.00682627599625271,-0.00614248245302555,-0.00871524655522375,-0.0101012745016771,-0.0195585919034101,-0.00735688645467084,-0.0159516907439229,-0.0107466489113371,-0.0117148518372688,-0.0119902178075478,-0.0212697145621759
"",-0.00919419275853849,-0.00803020868920315,0.00326234674858878,-0.0115974280669787,-0.000118206220326923,-0.00735770753729152,-0.0109460651128533,-0.0174503756945444,-0.00728893414400449,-0.0145616649414519,-0.00743291623780717,-0.0108959633781552,-0.0115933974928719,-0.00669393077873138,-0.014076024235063,-0.0162836995611954,-0.0064538400887421,-0.0252772759038201,0.00083405848133974,-0.022112517648151,-0.0100594814762882,-0.0193650427552098,-0.0104778618707254,-0.00624904723615283,-0.00403407472337211,-0.00291370602254488,-0.0121917159012298,-0.0140114542319504,-0.0116659724786128,-0.010244884030536,-0.00571966957349845,-0.0115952748942633,-0.0208658967798842,-0.00675324877644171,-0.0265542327194689,-0.0166322500095125,-0.00802421834661185,-0.0144662695165616,-0.0066451299629696,-0.00227142427713187,-0.0165836204902418,-0.00900151447844013,-0.00566132821820057,-0.00395087694033063,-0.0122972657767361,-0.000109184868740566,0.00169983057751001,-0.0107889563032827,-0.0080060442403996,-0.0165101674710804,-0.0160841506395507,-0.0112705838476271,-0.0104110284207615,0.00447105234418022,-0.0143520103108836,-0.010816588319353,1.0066218331624,-0.00928767751919302,-0.010909265950741,-0.00315026524581473,-0.0122992910702547,-0.00757831124508184,-0.0118661077845479,-0.0130280401240812,-0.00383676022736227,-0.0111693476706281,-0.00843770277894779,-0.00679259614246902,-0.0148129167769432,-0.00895888823872335,-0.00933716925200021,-0.0130634204375185,-0.0151681133707503,-0.00881296492622006,-0.0140160327312801,-0.0103981438808709,-0.00235058383268855,-0.00123961375633793,-0.0218144096015668,-0.00986403160703265,-0.00547068361955681,-0.0111678313067925,-0.0184483765799872,-0.00969825157671894,-0.00826832192764142,-0.0196488690643036,-0.017742868654267,-0.0214629677669064,-0.00135768642620424,-0.0205179652575559,0.00295204064586812,-0.00357292442911216,-0.0067467677346814,-0.00630677424582657,-0.0141702431230391,-0.00322637300037017,0.00107572127088059,-0.0176010931103842,-0.0093513050848963,-0.00647045685529159,-0.0120459923568096,-0.00926724304053731,0.0037662904986012
"",-0.011294441970056,-0.0119842381354346,0.00142935092007846,-0.0171552818244112,-0.0175201411743481,-0.028442756839403,-0.00958121458539392,-0.0121615938722146,-0.00686045676722517,-0.00314445171493989,-0.0144719999818622,-0.0115553431110861,-0.00592536484203946,-0.0126543902897815,-0.0023882279283176,-0.019556259930387,-0.00873643006631385,-0.00295528313697177,-0.00597695105056734,-0.00725912257340026,-0.0139855077039432,-0.0191535755834974,-0.0137574498183891,-0.0137996243481918,-0.017931511274392,-0.00666574271496074,-0.00050665669021589,-0.00721612617331456,-0.00682046516946731,-0.0147242396338243,-0.00562607366298304,-0.00243861924091757,-0.0072424312262804,-0.0155196878315129,-0.0140537035275008,-0.0137433796993414,-0.00817024062690497,-0.0142430659759091,-0.0188843262985709,-0.00607642206163736,-0.010162117266106,-0.014038201459501,0.000947038274326995,-0.0197053184697458,-0.0121873842142797,-0.0193961409573935,-0.00369985541188048,-0.00682107496950072,-0.00843522729996596,-0.0137880055973218,-0.0143711399882077,-0.0168565612684969,-0.00973919312166366,-0.0141713696930912,-0.00052142386023149,-0.010098272573158,-0.00928767751919302,0.999960390806058,-0.0129726333182018,-0.010330887282739,-0.0190929338631513,-0.0157256031328002,-0.0126774633457043,-0.0117533514592454,-0.00320180259077047,-0.0101192534964882,-0.00754894574754817,-0.00604426529993862,-0.00354379065719151,-0.00935999499786359,0.00025062719935952,0.00029449065221782,-0.0054830053928133,-0.0148614813268819,-0.011294006144248,-0.006269038966492,-0.00849857432666602,-0.00693751814373144,-0.00519537429489735,-0.0119990424809612,-0.0156388170728949,-0.0155804581506482,-0.0119161883313093,-0.00146684419443228,-0.0162700358662284,0.00195212949704284,-0.00523101343386828,-0.00815461008177288,-0.00327832127144175,-0.00641982575121859,-0.00626653096460968,-0.00547045408515854,-0.0144612594594519,-0.0085413961040985,-0.00481050624746887,0.00414527183516196,-0.0124922911062832,-0.0195278347320185,-0.0120808032638445,-0.0181439334495147,-0.0071487296841444,0.000301298178635323,-0.0100100151193467
"",-0.00866525818343317,-0.0107787486957917,-0.007933379161456,-0.0136264249295081,-0.0066336638646688,-0.0143653788763637,-0.0244737051202671,-0.00865010969252103,-0.00898281306548731,-0.000239611871393054,-0.0221658865460193,-0.00800271928798849,0.00182257322311315,-0.0124669353867069,-0.0128985671476235,-0.013369142121482,-0.00139818021550216,-0.000936150930055872,0.00137050409711608,-0.0125998980261018,-0.0119828998340429,-0.0043058310747363,-0.00548161630841911,-0.0115584207949614,-0.00987046505192664,-0.0175139352338365,-0.0154387957506404,-0.0129462714389798,-0.00439486282619896,-0.00563714325253191,-0.0136085745430656,-0.0124578527174499,0.000757725919257678,-0.0132751035094966,-0.0159371128251364,-0.00745203828739911,-0.0151512132789179,-0.0136741600001304,-0.00350879291506713,-0.00432588185051925,-0.00739998184965233,-0.00859901120925466,-0.0068908219770827,-0.0081162868871255,-0.0128874473982249,-0.00735311080470347,-0.0175714722572199,-0.00870100506263204,-0.00277150147025386,-0.00547251281732748,-0.0193164687600068,-0.0164750386685827,-0.0125073307313559,-0.0189921319160229,-0.0168041725013218,-0.016193116093498,-0.010909265950741,-0.0129726333182018,1.00148806460499,-0.00949336411561236,-0.00844044954449397,-0.00465099631847209,-0.011920540827471,-0.0222353552655152,-0.00826138286458396,-0.00937817459298092,-0.00742304071254636,-0.0164784364799485,-0.00353457217540501,-0.00995991366900988,-0.000466191796909681,-0.0147812067659569,-0.0110477061074045,-0.0146015512644373,-0.012574187345692,-0.0055719293351573,-0.0147936802191032,-0.0110446866719078,-0.00808379636919116,-0.0163948988319836,-0.0054835650475955,-0.0094304316083498,-0.0129128285747345,-0.0120294060806861,-0.00962389361076581,-0.00336273209904682,-0.01171908620543,0.00155501729625214,-0.00621840338864801,-0.011142473458801,-0.00976467875163033,0.000340133749018169,-0.0162387976074557,-0.0133059550610434,-0.0104617542158233,-0.0164992719173625,-0.004126500306192,-0.00813724647289115,-0.00372587429402043,-0.00688816978056812,-0.0166410128636596,-0.014121907738948,0.0122768857557499
"",-0.0106358268094645,-0.00423675500813614,-0.00920256393760913,-0.0135714789785197,-0.0057082436585853,-0.00634626923103053,-0.00185702292176924,-0.00147487181697325,-0.0111810627152514,-0.0149242413102856,-0.0156284969791687,-0.0116662434550651,-0.00568637114147843,-0.0130500323220193,-0.0108436653793446,-0.0102939365120769,-0.0104462356340007,-0.0145424315250245,-0.00547786381080771,-0.0151909196413308,-0.00767385181021973,-0.0172367829702478,-0.0162170260333039,-0.0163648395638239,-0.00815330969891558,-0.0148705465433321,-0.0149641155885059,-0.00685036776126009,-0.00107139312385858,-0.017302570488016,-0.00936324326426727,-0.0141644044765361,-0.0134495450443987,0.00232786862001787,-0.00371173539164143,-0.00903626208902323,0.00894921816949608,-0.0142603997870715,-0.0173278295300162,-0.0160619312412908,-0.0149939912435969,-0.0104824399174364,-0.0209368465526171,-0.00445135670663233,-0.0121103944755612,-0.0123714817810865,-0.00836522063231304,-0.00715967639601504,-0.00946992081687168,-0.0115331511597,-0.00565491838127812,-0.00451432043025176,-0.00554771172654022,-0.0188034872835116,-0.00211946642862913,-0.00702761764102584,-0.00315026524581473,-0.010330887282739,-0.00949336411561236,0.999412918518851,-0.00859528914377523,-0.0074505989633022,-0.00704127080517806,-0.0251535866146414,-0.00959706450978936,-0.0196038523709451,-0.00563112743381157,-0.0146515197584993,-0.019814384256013,-1.89660629728581e-05,-0.0092300446786679,-0.0206472009082725,-0.00890712364332522,-0.0212132251430391,-0.0111101266803255,-0.00302076822156887,-0.0164827980665946,-0.009323595181661,-0.00593058756238445,-0.000801094521970825,-0.0115071455005786,-0.0114048253862065,-0.0186043841629479,0.0100149192263216,-0.00968216587102704,-0.00248777360086315,0.0020025072414384,-0.0116363389109073,-0.0184779228848444,-0.00459562824678785,-0.00726811725818916,-0.0144879547297168,-0.0111650184857352,-0.016180210087411,-0.00657129063309485,-0.0037210887176182,-0.00682738694974175,-0.000353149328188183,-0.00248650377300274,-0.0198650794936582,-0.0136722625259692,-0.0184983120578909,-0.000429443234940986
"",-0.00459849509664108,-0.0121025658079714,0.00145883033098611,-0.0140266439635512,-0.00421294956275822,-0.00572159374147729,-0.0161079375226463,-0.00329589760977614,-0.00837722345774299,-0.010229348958641,-0.0075405388036311,-0.00762716208493768,-0.00779209997597135,-0.00664907807089191,-0.0148261116300506,-0.0134610019373569,-0.0016453725250071,-0.0178006504311914,-0.00219220821009857,-0.0019418335974965,-0.00722843385681848,-0.00400495817005283,-0.00520112726606883,-0.0153786920396251,-0.0137530830996427,-0.0151355841963296,-0.00883406802691547,-0.00536332602846952,-0.00789539119079339,-0.0160446472150146,-0.00613515530502935,-0.0126567688472661,-0.0123517427702927,-0.00301061875531358,-0.0109050185997618,-0.00554580695781471,-0.0126421325412994,-0.00243921102489819,-0.0121760437395696,-0.00684846575584615,-0.00626036807940797,-0.00476436557426332,-0.0150806989982769,-0.0209291161232043,-0.00692782830027308,-0.0142009211740046,-0.00960808549933173,-0.0106839762221055,-0.00899240586458721,-0.00795387821106242,-0.00982116303783676,-0.0180369689402217,-0.00775105369325647,-0.0107691218828607,-0.0148244331993716,-0.00221357690747699,-0.0122992910702547,-0.0190929338631513,-0.00844044954449397,-0.00859528914377523,0.993836754239315,-0.00800157824175664,-0.011651481721387,-0.0198739107730953,-0.004591755068191,-0.0221977082564023,-0.00462806900680244,-0.00240891378892432,-0.00811189141017236,-0.0110564593644139,-0.010203852347476,-0.00490563931413946,-0.00119633964531406,0.00499527368157766,-0.0166907130368047,-0.00775561276608922,-0.0156577520037132,-0.0136226582824181,-0.0108390409257643,-0.00893181909591832,-0.00906109246142189,-0.0134719226817232,-0.00945422376865013,-0.0115870063842329,-0.0176036363216448,-0.00364923947135185,-0.0152107911487545,-0.0229521049200662,-0.0144635709923459,-0.0125306618467648,-0.00815609851575686,-0.0150536946058938,-0.00594739438631417,-0.010903426162463,-0.0057357903971303,-0.0150227573541298,-0.00592775945714894,-0.014084364053685,-0.0082509099428414,-0.00370144744049408,-0.00687234310233592,-0.0132400315898318,-0.014140482495433
"",-0.00747833924058343,-0.009199475490752,-0.00352873962640519,-0.0144107352934031,-0.00661331359599481,-0.0105586356254792,-0.0207666629913492,-0.00776202933468334,-0.0243437610403277,-0.00645880259190379,-0.00803033357420487,-0.00439627053646693,-0.0123611130307225,-0.00661333804151041,-0.0131029599560535,-0.00466062580964558,-0.00758131089493787,-0.00403008364883305,-0.00841568266037905,-0.00836505696877544,-0.0124913396796549,-0.00593335828043344,-0.0211568275501659,-0.0116501138109866,-0.00584109808877039,-0.0176116194758719,-0.00965521822132908,-0.00145792736375686,-0.00331429086454322,-0.0128166149935101,-0.00716306850954839,0.00128170712512015,-0.0101553118242366,-0.0184397752211842,-0.00924542873337682,-0.00532834145032031,-0.00667471121225458,-0.00797738965197035,-0.00368240192997636,-0.00163606413087201,-0.0244332169772114,-0.0177810694023258,-0.0148414245100505,0.00156681493314765,-0.0125129551804653,-0.00960984622593637,-0.00482097088252,-0.00955950779819329,-0.00749162344416144,-0.0035069601877871,-0.0170991197386596,-0.0101235798003425,-0.0158031694187352,-0.00430639493675836,-0.013836168956708,-0.0127349107574695,-0.00757831124508184,-0.0157256031328002,-0.00465099631847209,-0.0074505989633022,-0.00800157824175664,0.99495192363429,-0.0180839684708088,-0.0156737296908987,-0.00893284502441053,-0.0130249065897838,-0.0036022965492426,-0.000332588518677185,-0.0163375663891856,-0.00823465552274336,-0.0158528779529127,-0.0158359195827919,5.91734241279469e-05,0.0105171555158505,-0.000577010342215048,-0.00628403331545042,-0.00936862512045602,-0.0102403273024849,-0.013172290860938,-0.0146256964058111,-0.0135627417784896,-0.0135018620085185,-0.0203616909040004,-0.00948806996100117,-0.0213427608376316,-0.0101871907582931,-0.00514756435208525,-0.0191306593833875,-0.00141157146456616,0.000978955817659313,-0.0101264625839152,-0.013873539767902,-0.0102967071890526,-0.0107930167278376,-0.0146523005534134,-0.0201915600817504,-0.00446226817728407,-0.00713401583857653,-0.00691283071001166,-0.0164023160419855,-0.00939019368034172,-0.00364408180357819,-0.0143868111449864
"",-0.0145069179768649,-0.0140969363136261,-0.0119005312196242,-0.00618020729435611,-0.0170086418400987,-0.0104568825360173,-0.0106820359685998,-0.00950663183782783,-0.00547377646800295,-0.0214379821768554,-0.00801012610248416,-0.0130115463679724,-0.00879831934491519,-0.0154694595173118,0.00360617469282408,-0.00829023862734016,-0.00811460588515146,-0.0124595428560168,-0.00608004718890593,-0.00406016635457172,-0.00746726574334794,-0.00875673195194671,-0.0159392625849049,-0.00734602553383119,-0.00429917268949897,-0.0183944404165168,-0.00835709050217304,-0.0080340295207389,-0.0085861113805388,-0.000597571845433907,-0.00863867434043507,-0.0109510768574392,-0.0104495561335121,-0.00347285594218466,-0.00978570695476244,-0.000469859265296084,0.0029160801246494,-0.0158920471514618,0.00239447758964299,-0.012122212077717,-0.00975234693458944,-0.00868677243533357,-0.0138652826780213,0.00113455695661428,-0.0100893483666735,-0.00916527324791325,-0.0037127779140731,-0.0102490272767116,-0.0172933689926534,-0.00837432008421137,0.00126578417511591,-0.0118277922081166,-0.00793550450073239,-0.00828472751649427,-0.0139071189278001,-0.00541221618974461,-0.0118661077845479,-0.0126774633457043,-0.011920540827471,-0.00704127080517806,-0.011651481721387,-0.0180839684708088,0.981149322881046,-0.00736415821645806,-0.0118400961567274,-0.00849810192297274,-0.0113724313501646,-0.00350471650596677,-0.0143278558285295,-0.0207960376906551,-0.00616712551843359,-0.0105894361679358,-0.0213503735069502,-0.0151230393094825,-0.0106520183006562,-0.0136806820728046,0.00213543227526439,-0.0177931931001377,-0.00633035798488023,-0.0148840316238305,-0.000443487127759631,-0.0131961993842761,-0.00327456969424587,-0.00372428691087702,-0.0160907641942567,-0.015015472203569,-0.0187888250903095,-0.00166850416525697,-0.00795404441679802,-0.0140034562512543,-0.0124282639493564,-0.0173430080346562,-0.00405782059753063,-0.00828550249075849,-0.00871312340576191,-0.00277076400529885,-0.01090097934675,-0.00797240065109355,-0.0104202058676419,-0.0102471506786707,-0.0162140130097982,-0.0128378519222339,-0.007076483044882
"",-0.0155380413253506,-0.0154633286258764,-0.00390688686532012,-0.00444147042060354,-0.00566074197708454,-0.00839981844162292,-0.0187382363115229,-0.027195173726271,-0.00191258517774654,-0.00439552992062849,-0.000209747657852795,-0.00845798468202476,-0.000943160336292442,-0.00878379814224978,-0.00871345821264094,-0.0111094170780604,-0.00746922690173356,-0.0140285448454958,-0.00759489484741341,-0.0151064381365294,-0.00801396765606767,-0.0121419625228881,-0.00958501651813611,-0.00654804539957541,-0.0186658264804881,-0.0155174437267386,-0.0039644889809232,0.00108695674240148,-0.0145734544076114,-0.0156337057314752,-0.00538246109923635,-0.0138784286236937,-0.00280444574450786,-0.00135532033424005,-0.0203360863779808,0.00710128498753304,-0.00624978408098214,-0.00329890943797947,-0.00874183788032954,-0.0062213428401916,-0.0119447247702684,-0.00555394735995459,-0.00959030362551259,-0.001340213291697,-0.0236904292487755,-0.00139658166276579,-0.010667501180162,-0.0128090341329878,-0.0107298623709504,-0.0105348946849764,-0.0028286994692466,-0.0105537523990425,-0.0209774833790222,-0.00762188750179614,-0.0156257391413829,-0.00720623407106033,-0.0130280401240812,-0.0117533514592454,-0.0222353552655152,-0.0251535866146414,-0.0198739107730953,-0.0156737296908987,-0.00736415821645806,0.993619044063649,-0.00782992683598519,-0.0162228587457638,-0.00634715823664447,-0.00858143382938656,-0.0158985543789385,-0.00928565287600258,-0.0132950932477408,0.000521827296100911,0.00312625448645167,-0.0076236493859687,-0.00692712486627823,-0.00945539738773035,-0.02117096258677,-0.000960962199987695,-0.00257547959448694,-0.012220140674839,-0.0158275888106805,-0.0169669479471084,-0.0160104287284151,-0.0119123909721118,-0.0143231232825585,-0.00500403304608894,-0.00340969269637948,-0.0155326012888531,-0.00311620558883175,-0.0108025410089479,-0.00963844159134874,-0.00844885651328784,-0.0143486448830507,-0.0172175765968911,-0.00933296205090901,-0.0148481440163575,0.000374197818336586,-0.00507037117760087,-0.0058391288633109,-0.00810534571378648,-0.010222080393555,-0.00904497195717675,-0.00327866151237183
"",-0.0150514791249001,-0.00184075841288835,-0.00329165191444274,-0.00576279552500754,-0.0126564697650639,-0.00327153435525447,-0.0119931736746386,-0.0155515231369341,-0.009632453854937,-0.010653564286747,-0.00499656410435432,-0.0115955742462934,-0.00326178592227448,-0.0210550709417739,-0.0105833747422457,-0.00395732568750021,-0.0119441567426541,-0.011404363537603,-0.0196357952050926,-0.0185029495417144,-0.0163512991437691,-0.0179748964084973,-0.00355866356282044,-0.007486085883288,-0.00227538031857202,-0.00575167514405515,-0.0161480171527745,-0.0286797449848183,-0.00926275103898391,-0.00989507242403815,-0.00601734810286929,-0.00949387486160948,-0.00234478743532359,-0.0103559954063307,-0.0191723104902495,-0.00977551645871412,-0.0124560658292248,-0.004899773550776,0.00664426998807051,-0.00665654882834387,0.00158595939184025,-0.0143628882407373,-0.00384232768637488,-0.0125909287922595,-0.00753129428000074,-0.00536344222146031,-0.0162946080439866,-0.00889812188513299,-0.0121999833658585,-0.0121408098446659,-0.0152331844100404,-0.0056864611884818,-0.0160700022318814,0.00177661301662504,-0.004437064459963,-0.00479160676362776,-0.00383676022736227,-0.00320180259077047,-0.00826138286458396,-0.00959706450978936,-0.004591755068191,-0.00893284502441053,-0.0118400961567274,-0.00782992683598519,0.996011684197616,-0.0194110969371943,-0.006919346332348,-0.0164452778482902,-0.00602313739453068,-0.0125272533015392,-0.024684830150401,-0.00626408653556294,-0.0100365937959532,-0.0222163972367154,-0.00931832012653453,-0.0110169331663988,-0.00991395228145635,-0.00330535809499318,-0.00159566148124987,-0.0117660044939888,-0.0147618172884087,-0.0121288463319247,-0.00146584325153181,-0.0131428145577359,-0.00925553753266187,-0.00460528358864207,-0.00515522286231911,-0.0138249612809051,-0.00896687375962826,-0.00801931128017924,-0.0180404993599101,-0.0179531452698866,-0.010240320935219,-0.00546218780895913,-0.0118863933434648,-0.0245254589309287,-0.00834683057474893,0.00122021017089014,-0.00512142144752987,-0.00491058800535527,-0.00857017171607003,-0.00422872754684852,-0.0224497024760417
"",-0.00554898264957853,-0.00569917932741235,-0.010582015718085,-0.0175863083727431,-0.0165262538689401,-0.013083676031972,-0.01042369060966,-0.00241631265523333,-0.0104990792407499,-0.00634943732491359,-0.0191964173524133,-0.00585315606820891,-0.0125568763400178,-0.0131691938129947,-0.0092718455842951,-0.0117023777828407,-0.0209693789997362,-0.00672789805628507,-0.00491939466906661,-0.0107509167050851,-0.00523452552832087,-0.0126125445801956,-0.00132228458607824,-0.00806778749538438,0.00126970323831443,-0.0147015096108439,-0.00900019688912578,-0.0060534195789237,-0.00392700949341173,-0.00266817247922327,-0.00684838056288205,-0.00417964112814039,-0.00154382054378561,-0.0158290196349305,-0.00412503286590836,-0.0128653388252916,-0.0265054521272624,-0.00907959000053572,-0.0109122163940462,-0.0103221430145893,-0.0122406786256199,-0.00360233743145218,-0.00561876106193281,-0.00233742823860317,-0.00484217675153291,-0.0024681261162142,-0.00234090976478946,-0.0182908708087698,-0.00903464497108717,-0.0321318875914237,-0.00252981547464615,-0.0263213381950594,-0.0065206917520147,-0.00214940661485873,-0.00290379760824795,0.00192428436416018,-0.0111693476706281,-0.0101192534964882,-0.00937817459298092,-0.0196038523709451,-0.0221977082564023,-0.0130249065897838,-0.00849810192297274,-0.0162228587457638,-0.0194110969371943,0.995189579858195,-0.0226996111415096,-0.0155494026394442,-0.0104029914183546,-0.0105536590847554,-0.00559376707496635,-0.00433115052534435,-0.00936865189417567,-0.014221718240402,-0.0165784998654084,-0.0188481280048916,-0.0111775098168865,-0.0121450856031644,-0.00529741049153012,-0.00920672428166639,-0.00279162794962714,-0.00324306288262045,-0.0147098261772561,-0.0123073688996691,-0.00547692004749579,-0.013152900826071,3.17155815788357e-05,-0.00286904977795301,-0.0227717960566655,-0.000365193200409832,-0.0132883126190841,-0.00667926875571823,-0.00153111995558381,-0.010335569576052,-0.00531150706565569,-0.0151462806224717,-0.0135383772818074,-0.00431576272503056,-0.0150089115948321,-0.0163892053898637,-0.00261885209424629,0.0027733096591872,-0.010774721023142
