"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",3.63916032227266,1.12110867356878,2.22752189477795,86.7896400971202,0.300900533209529,2.37378176674358,4.2604984381256,10.5976982804599,3.40471143308944,4.84215845926593,4.38384410893797,3.66912980454025,4.84895145916596,4.90036608318407,8.64332434906249,6.74074005097625
"2",1.12110867356878,3.63933799397269,2.31991513832994,31.8070463548925,0.250004359474595,2.27396194934123,4.3171242959823,10.7051877370256,3.36501224236033,4.63252886338478,4.25589648084845,3.60169808008965,4.88409274340015,4.81067120763629,8.81962737377995,7.22155186485471
"3",2.22752189477795,2.31991513832994,3.62831630068592,17.9916871985045,0.144221632770407,1.75177564505807,4.69638392439505,16.794685998538,3.69186859988916,5.13646453983989,4.27878004396448,3.88538086876341,5.2487062458848,4.88549848137338,9.16285499875926,6.61730625691182
"4",86.7896400971202,31.8070463548925,17.9916871985045,3.61122848316719,18.0425918513638,12.9162337444781,11.5527606752702,7.31984168502854,18.9629376600654,38.3627119178083,23.1195560201656,11.6767748644261,59.5034628906932,27.1396729367007,30.0358999789674,18.12315253832
"5",0.300900533209529,0.250004359474595,0.144221632770407,18.0425918513638,3.73794915555937,0.126917277483782,3.40274906187004,7.50219426612943,2.69153940841307,3.94624524459621,3.76043785961209,2.98667597826528,4.20111553759077,4.30139275732285,7.42724830764886,6.34584760606326
"6",2.37378176674358,2.27396194934123,1.75177564505807,12.9162337444781,0.126917277483782,3.6289126682985,4.59403483629287,12.2884769959779,3.64002937200067,4.96526217243104,4.30791768415508,3.71632084100774,4.94841608327337,4.87719378310056,9.29616467835803,6.97776067007547
"7",4.2604984381256,4.3171242959823,4.69638392439505,11.5527606752702,3.40274906187004,4.59403483629287,3.6459262942045,4.73848054578034,0.477615822650537,1.76860509683725,1.69830101799288,4.02635003124143,5.97264070957552,5.84746260996545,18.7117826998333,11.7401952802003
"8",10.5976982804599,10.7051877370256,16.794685998538,7.31984168502854,7.50219426612943,12.2884769959779,4.73848054578034,3.61442024779183,8.46666224485843,17.0265844772602,16.5355726129704,9.1509638108564,18.6682424431571,27.2984719135277,9.71866256218828,10.8798550781486
"9",3.40471143308944,3.36501224236033,3.69186859988916,18.9629376600654,2.69153940841307,3.64002937200067,0.477615822650537,8.46666224485843,3.69753617881797,3.6555077783926,2.67323050137458,3.20736521445151,4.47616721811644,4.56619273877222,8.12953886778475,6.9766595228816
"10",4.84215845926593,4.63252886338478,5.13646453983989,38.3627119178083,3.94624524459621,4.96526217243104,1.76860509683725,17.0265844772602,3.6555077783926,3.62112443193095,5.45846343171476,4.4975539618968,5.38181397834701,6.29340026012665,9.20025246361333,10.0332648700118
"11",4.38384410893797,4.25589648084845,4.27878004396448,23.1195560201656,3.76043785961209,4.30791768415508,1.69830101799288,16.5355726129704,2.67323050137458,5.45846343171476,3.62441167567272,3.98910556391691,5.09707496854477,4.91445963212646,10.0039243060649,6.70748859014516
"12",3.66912980454025,3.60169808008965,3.88538086876341,11.6767748644261,2.98667597826528,3.71632084100774,4.02635003124143,9.1509638108564,3.20736521445151,4.4975539618968,3.98910556391691,3.65971507537697,12.0039693239438,24.8435126364194,7.88474114384662,6.48984145557472
"13",4.84895145916596,4.88409274340015,5.2487062458848,59.5034628906932,4.20111553759077,4.94841608327337,5.97264070957552,18.6682424431571,4.47616721811644,5.38181397834701,5.09707496854477,12.0039693239438,3.62019417198277,5.41042462573151,10.273617419407,8.05998199363745
"14",4.90036608318407,4.81067120763629,4.88549848137338,27.1396729367007,4.30139275732285,4.87719378310056,5.84746260996545,27.2984719135277,4.56619273877222,6.29340026012665,4.91445963212646,24.8435126364194,5.41042462573151,3.62018351682837,11.3340856394302,7.35450471022499
"15",8.64332434906249,8.81962737377995,9.16285499875926,30.0358999789674,7.42724830764886,9.29616467835803,18.7117826998333,9.71866256218828,8.12953886778475,9.20025246361333,10.0039243060649,7.88474114384662,10.273617419407,11.3340856394302,3.61245915179012,123.578264758397
"16",6.74074005097625,7.22155186485471,6.61730625691182,18.12315253832,6.34584760606326,6.97776067007547,11.7401952802003,10.8798550781486,6.9766595228816,10.0332648700118,6.70748859014516,6.48984145557472,8.05998199363745,7.35450471022499,123.578264758397,3.61315349158312
